,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Age,Height,Weight,Number of siblings,Gender_female,Gender_male,Left - right handed_left handed,Left - right handed_right handed,Education_college/bachelor degree,Education_currently a primary school pupil,Education_doctorate degree,Education_masters degree,Education_primary school,Education_secondary school,Only child_no,Only child_yes,Village - town_city,Village - town_village,House - block of flats_block of flats,House - block of flats_house/bungalow,cluster_label
150,1.0,2.0,2.0,5.0,5.0,5,5.0,5.0,5.0,1.0,21.0,176.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
151,1.0,1.0,1.0,2.0,4.0,4,2.0,1.0,3.0,3.0,20.0,170.0,62.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
152,2.0,2.0,1.0,2.0,3.0,4,1.0,1.0,5.0,3.0,20.0,168.0,69.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
153,3.0,2.0,2.0,3.0,5.0,4,3.0,3.0,3.0,3.0,18.0,173.0,55.0,3.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2
154,1.0,1.0,1.0,3.0,4.0,1,1.0,3.0,5.0,1.0,17.0,163.0,68.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
155,3.0,3.0,2.0,4.0,5.0,3,3.0,3.0,1.0,1.0,19.0,178.0,60.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,5
156,1.0,1.0,1.0,3.0,1.0,1,2.0,4.0,3.0,2.0,18.0,182.0,70.0,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,4
157,1.0,3.0,2.0,2.0,2.0,3,2.0,1.0,4.0,3.0,18.0,200.0,90.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
158,1.0,2.0,1.0,1.0,2.0,2,1.0,1.0,3.0,3.0,30.0,178.0,71.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,4
159,1.0,2.0,1.0,2.0,2.0,4,2.0,3.0,5.0,5.0,24.0,153.0,42.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,6
160,4.0,2.0,1.0,3.0,1.0,3,1.0,5.0,5.0,2.0,20.0,168.0,51.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2
161,3.0,1.0,2.0,1.0,1.0,3,1.0,2.0,4.0,3.0,20.0,172.0,56.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
162,1.0,2.0,2.0,2.0,4.0,4,2.0,1.0,4.0,2.0,20.0,176.0,64.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
163,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,3.0,19.0,168.0,68.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
164,3.0,3.0,3.0,4.0,1.0,2,1.0,3.0,3.0,3.0,20.0,157.0,48.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
165,1.0,1.0,1.0,1.0,1.0,2,1.0,3.0,2.0,2.0,21.0,173.0,73.0,5.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
166,2.0,3.0,3.0,2.0,5.0,5,2.0,3.0,4.0,2.0,19.0,173.0,63.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
167,1.0,1.0,2.0,1.0,2.0,3,3.0,5.0,5.0,5.0,19.0,168.0,60.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2
168,2.0,1.0,3.0,1.0,4.0,4,4.0,1.0,5.0,4.0,18.0,168.0,65.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
169,1.0,1.0,2.0,1.0,2.0,5,3.0,1.0,1.0,2.0,16.0,174.0,64.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
170,1.0,3.0,4.0,5.0,1.0,1,1.0,5.0,5.0,1.0,19.0,171.0,57.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
171,1.0,1.0,5.0,1.0,5.0,1,4.0,3.0,3.0,5.0,18.0,173.0,64.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,5
172,5.0,4.0,3.0,4.0,5.0,5,3.0,5.0,3.0,4.0,21.0,173.0,59.0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,5
173,2.0,3.0,2.0,3.0,3.0,3,3.0,5.0,3.0,2.0,21.0,180.0,80.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
174,2.0,4.0,5.0,2.0,5.0,5,5.0,3.0,4.0,4.0,18.0,180.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
175,5.0,3.0,3.0,2.0,5.0,4,5.0,3.0,5.0,4.0,20.0,160.0,46.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6
176,2.0,2.0,1.0,4.0,1.0,5,1.0,5.0,5.0,2.0,19.0,172.0,60.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,5
177,1.0,1.0,1.0,1.0,4.0,4,4.0,5.0,4.0,1.0,27.0,180.0,80.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,4
178,1.0,1.0,3.0,1.0,3.0,3,3.0,4.0,4.0,4.0,19.0,160.0,55.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
179,3.0,5.0,4.0,2.0,1.0,1,2.0,3.0,3.0,2.0,20.0,176.0,63.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
180,3.0,3.0,1.0,5.0,1.0,3,2.0,2.0,5.0,3.0,19.0,164.0,60.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
181,5.0,3.0,3.0,2.0,4.0,1,3.0,3.0,3.0,2.0,20.0,155.0,44.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,6
182,3.0,2.0,1.0,3.0,3.0,1,2.0,1.0,2.0,2.0,17.0,167.0,57.0,2.0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2
183,1.0,1.0,1.0,2.0,5.0,4,3.0,1.0,1.0,1.0,23.0,171.0,59.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
184,1.0,3.0,3.0,1.0,5.0,5,3.0,5.0,5.0,3.0,20.0,170.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
185,3.0,1.0,1.0,4.0,2.0,5,2.0,3.0,4.0,3.0,19.0,182.0,65.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
186,1.0,1.0,4.0,4.0,1.0,3,3.0,2.0,1.0,5.0,20.0,182.0,63.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
187,2.0,1.0,3.0,3.0,3.0,3,2.0,5.0,4.0,3.0,18.0,170.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2
188,1.0,1.0,4.0,2.0,4.0,1,4.0,1.0,2.0,1.0,15.0,176.0,53.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
189,1.0,2.0,3.0,1.0,4.0,3,1.0,1.0,2.0,3.0,15.0,170.0,49.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
190,1.0,5.0,4.0,1.0,3.0,3,2.0,1.0,3.0,3.0,19.0,168.0,72.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
191,1.0,1.0,1.0,3.0,1.0,2,1.0,1.0,1.0,1.0,21.0,163.0,49.0,2.0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,6
192,1.0,2.0,4.0,2.0,5.0,4,2.0,5.0,4.0,3.0,19.0,152.0,47.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,6
193,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,4.0,3.0,17.0,158.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
194,3.0,3.0,3.0,1.0,2.0,4,2.0,4.0,4.0,4.0,24.0,177.0,80.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,4
195,1.0,1.0,3.0,2.0,2.0,1,2.0,5.0,2.0,4.0,19.0,170.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
196,2.0,2.0,3.0,1.0,4.0,5,5.0,3.0,2.0,2.0,19.0,178.0,67.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,5
197,1.0,3.0,5.0,5.0,4.0,4,5.0,5.0,5.0,2.0,22.0,170.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2
198,1.0,1.0,3.0,5.0,4.0,1,1.0,3.0,2.0,2.0,20.0,170.0,70.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
199,2.0,1.0,1.0,2.0,5.0,2,2.0,1.0,1.0,1.0,19.0,188.0,76.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4
200,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,3.0,19.0,180.0,85.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
201,3.0,2.0,3.0,1.0,5.0,1,1.0,1.0,1.0,1.0,18.0,178.0,69.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4
202,1.0,1.0,2.0,5.0,2.0,1,1.0,3.0,4.0,3.0,19.0,178.0,74.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
203,3.0,4.0,3.0,3.0,5.0,5,5.0,3.0,2.0,5.0,20.0,165.0,50.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
204,1.0,1.0,1.0,4.0,3.0,3,1.0,1.0,3.0,3.0,20.0,178.0,68.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
205,1.0,2.0,2.0,2.0,5.0,3,3.0,3.0,3.0,3.0,20.0,168.0,55.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
206,5.0,5.0,3.0,3.0,4.0,5,4.0,3.0,3.0,3.0,27.0,168.0,55.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
207,2.0,2.0,3.0,3.0,5.0,5,2.0,4.0,3.0,3.0,19.0,180.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,5
208,1.0,1.0,1.0,1.0,1.0,1,3.0,4.0,4.0,2.0,20.0,173.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2
209,1.0,1.0,1.0,1.0,2.0,2,1.0,2.0,2.0,4.0,20.0,193.0,85.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
210,2.0,2.0,1.0,1.0,4.0,4,4.0,4.0,4.0,1.0,21.0,184.0,120.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3
211,1.0,1.0,4.0,1.0,2.0,2,2.0,3.0,4.0,5.0,16.0,167.0,62.0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
212,4.0,2.0,3.0,4.0,3.0,5,4.0,4.0,5.0,4.0,18.0,167.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
213,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,1.0,23.0,190.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
214,1.0,1.0,2.0,2.0,1.0,1,1.0,2.0,2.0,3.0,19.0,187.0,83.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
215,1.0,2.0,5.0,5.0,3.0,5,3.0,4.0,4.0,5.0,19.0,163.0,51.0,0.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,6
216,3.0,2.0,4.0,3.0,5.0,5,5.0,5.0,3.0,5.0,22.0,173.0,52.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
217,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,3.0,20.0,190.0,92.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
218,5.0,1.0,1.0,2.0,4.0,4,4.0,2.0,3.0,1.0,25.0,167.0,76.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
219,1.0,1.0,2.0,3.0,3.0,3,1.0,4.0,2.0,1.0,18.0,160.0,53.0,2.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6
220,5.0,4.0,3.0,5.0,2.0,5,1.0,3.0,4.0,3.0,20.0,169.0,64.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
221,1.0,5.0,2.0,1.0,5.0,4,1.0,1.0,4.0,4.0,19.0,176.0,68.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
222,1.0,1.0,2.0,1.0,1.0,1,1.0,2.0,2.0,3.0,16.0,158.0,50.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,6
223,1.0,1.0,1.0,1.0,5.0,1,1.0,3.0,1.0,2.0,18.0,167.0,57.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2
224,3.0,1.0,2.0,3.0,2.0,2,1.0,1.0,3.0,3.0,15.0,170.0,75.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
225,2.0,1.0,1.0,3.0,2.0,3,3.0,3.0,5.0,2.0,20.0,180.0,75.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
226,1.0,1.0,1.0,1.0,5.0,5,5.0,3.0,4.0,4.0,20.0,184.0,68.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4
227,1.0,3.0,3.0,2.0,3.0,3,2.0,3.0,3.0,3.0,20.0,170.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2
228,2.0,1.0,2.0,4.0,5.0,5,4.0,1.0,4.0,5.0,18.0,166.0,65.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1
229,3.0,3.0,3.0,2.0,2.0,5,2.0,4.0,5.0,1.0,18.0,160.0,50.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,6
230,1.0,1.0,3.0,2.0,4.0,4,1.0,2.0,5.0,4.0,20.0,178.0,68.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,5
231,3.0,2.0,2.0,1.0,2.0,3,4.0,3.0,4.0,5.0,18.0,168.0,65.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
232,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3.0,4.0,19.0,185.0,62.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
233,2.0,4.0,2.0,2.0,1.0,1,1.0,1.0,3.0,2.0,19.0,175.0,58.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,5
234,5.0,4.0,2.0,4.0,5.0,5,3.0,1.0,2.0,3.0,20.0,167.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
235,3.0,2.0,2.0,2.0,2.0,3,3.0,4.0,4.0,3.0,17.0,160.0,60.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,6
236,1.0,1.0,2.0,1.0,3.0,3,1.0,1.0,1.0,2.0,17.0,182.0,92.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
237,5.0,5.0,4.0,3.0,3.0,4,2.0,5.0,5.0,1.0,22.0,165.0,60.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
238,3.0,1.0,1.0,4.0,3.0,3,3.0,1.0,3.0,2.0,16.0,174.0,65.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
239,3.0,2.0,1.0,1.0,4.0,1,1.0,4.0,4.0,3.0,24.0,169.0,50.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
240,1.0,1.0,1.0,3.0,1.0,2,1.0,1.0,2.0,2.0,17.0,185.0,73.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4
241,4.0,1.0,1.0,4.0,5.0,5,4.0,1.0,5.0,3.0,17.0,170.0,60.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2
242,3.0,1.0,1.0,4.0,3.0,1,1.0,1.0,1.0,2.0,17.0,182.0,76.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4
243,3.0,4.0,3.0,2.0,2.0,5,2.0,4.0,5.0,1.0,18.0,160.0,50.0,2.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,6
244,1.0,4.0,4.0,4.0,5.0,4,1.0,3.0,5.0,1.0,18.0,158.0,53.0,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,6
245,1.0,4.0,4.0,1.0,5.0,5,5.0,5.0,5.0,2.0,16.0,186.0,63.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,5
246,2.0,2.0,3.0,2.0,5.0,2,2.0,4.0,1.0,3.0,20.0,173.0,68.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
247,5.0,4.0,3.0,5.0,3.0,5,5.0,1.0,5.0,3.0,24.0,172.0,68.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
248,2.0,2.0,3.0,3.0,1.0,5,4.0,2.0,4.0,3.0,18.0,164.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
249,1.0,2.0,2.0,1.0,1.0,3,3.0,1.0,4.0,1.0,17.0,185.0,70.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,4
250,1.0,1.0,2.0,1.0,5.0,3,2.0,4.0,2.0,1.0,16.0,182.0,75.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
251,1.0,1.0,1.0,3.0,1.0,1,1.0,2.0,3.0,3.0,20.0,187.0,68.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,4
252,3.0,3.0,3.0,3.0,3.0,1,1.0,1.0,2.0,3.0,19.0,189.0,76.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
253,2.0,1.0,3.0,2.0,3.0,3,2.0,2.0,3.0,3.0,18.0,166.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
254,1.0,1.0,3.0,3.0,3.0,5,5.0,3.0,4.0,2.0,20.0,161.0,59.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
255,1.0,1.0,1.0,4.0,1.0,1,3.0,2.0,4.0,2.0,18.0,185.0,74.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,4
256,3.0,1.0,3.0,5.0,4.0,3,1.0,3.0,5.0,4.0,19.0,170.0,68.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1
257,5.0,1.0,3.0,3.0,5.0,5,2.0,3.0,2.0,4.0,20.0,184.0,72.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
258,2.0,2.0,4.0,1.0,1.0,2,4.0,5.0,3.0,1.0,19.0,166.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
259,1.0,1.0,1.0,2.0,5.0,5,1.0,2.0,2.0,4.0,19.0,167.0,50.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
260,1.0,2.0,2.0,2.0,4.0,4,3.0,1.0,5.0,3.0,20.0,178.0,75.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
261,3.0,1.0,1.0,2.0,1.0,3,1.0,5.0,4.0,3.0,20.0,178.0,67.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,5
262,3.0,5.0,5.0,4.0,5.0,5,4.0,2.0,5.0,3.0,19.0,168.0,58.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
263,2.0,4.0,1.0,3.0,2.0,3,2.0,1.0,5.0,1.0,19.0,164.0,53.0,4.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
264,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,2.0,20.0,187.0,56.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
265,3.0,3.0,3.0,5.0,5.0,5,5.0,4.0,3.0,5.0,21.0,176.0,62.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
266,3.0,2.0,2.0,1.0,1.0,1,1.0,1.0,4.0,4.0,17.0,158.0,70.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
267,2.0,1.0,2.0,2.0,2.0,3,3.0,2.0,2.0,2.0,25.0,174.0,67.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,5
268,2.0,2.0,1.0,2.0,2.0,5,1.0,2.0,2.0,3.0,20.0,170.0,58.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2
269,1.0,2.0,2.0,2.0,2.0,2,2.0,3.0,4.0,3.0,21.0,173.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
270,2.0,1.0,1.0,3.0,2.0,4,2.0,3.0,4.0,3.0,22.0,185.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
271,1.0,1.0,1.0,2.0,1.0,1,1.0,4.0,3.0,2.0,25.0,178.0,77.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
272,1.0,1.0,3.0,3.0,2.0,1,1.0,2.0,4.0,4.0,19.0,166.0,55.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
273,1.0,1.0,2.0,2.0,1.0,2,5.0,3.0,2.0,3.0,25.0,167.0,64.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
274,2.0,2.0,1.0,4.0,5.0,5,5.0,2.0,4.0,2.0,25.0,169.0,60.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
275,1.0,3.0,5.0,5.0,2.0,5,4.0,1.0,2.0,3.0,21.0,168.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2
276,2.0,2.0,2.0,3.0,2.0,3,1.0,1.0,2.0,2.0,20.0,178.0,65.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
277,3.0,3.0,3.0,3.0,3.0,3,3.0,2.0,4.0,5.0,24.0,165.0,49.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,6
278,3.0,4.0,3.0,2.0,3.0,5,4.0,2.0,4.0,4.0,30.0,160.0,47.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,6
279,1.0,1.0,1.0,3.0,1.0,1,1.0,2.0,1.0,1.0,21.0,176.0,75.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
280,4.0,4.0,5.0,5.0,5.0,2,4.0,5.0,4.0,2.0,27.0,186.0,77.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,4
281,1.0,1.0,1.0,2.0,1.0,3,1.0,1.0,1.0,3.0,21.0,172.0,68.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
282,2.0,2.0,1.0,4.0,1.0,2,2.0,1.0,4.0,1.0,22.0,160.0,65.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
283,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,4.0,2.0,19.0,180.0,80.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,4
284,1.0,2.0,3.0,4.0,1.0,1,1.0,1.0,2.0,1.0,20.0,170.0,90.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
285,4.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,4.0,23.0,175.0,79.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
286,1.0,1.0,1.0,2.0,2.0,2,2.0,3.0,3.0,2.0,20.0,167.0,57.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
287,4.0,5.0,4.0,3.0,1.0,5,3.0,3.0,5.0,4.0,21.0,168.0,60.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2
288,1.0,1.0,1.0,2.0,4.0,4,5.0,3.0,5.0,2.0,19.0,166.0,44.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,6
289,5.0,3.0,5.0,1.0,3.0,5,5.0,4.0,5.0,2.0,21.0,164.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
290,2.0,3.0,5.0,5.0,5.0,3,1.0,1.0,1.0,1.0,16.0,165.0,50.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,6
291,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,20.0,180.0,88.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
292,4.0,3.0,4.0,3.0,5.0,5,3.0,2.0,2.0,1.0,18.0,173.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
293,1.0,1.0,1.0,5.0,1.0,1,5.0,1.0,3.0,1.0,21.0,168.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
294,2.0,1.0,2.0,2.0,3.0,3,2.0,3.0,3.0,3.0,21.0,177.0,68.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
295,1.0,2.0,3.0,4.0,4.0,4,4.0,1.0,4.0,1.0,18.0,167.0,56.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
296,1.0,5.0,5.0,3.0,5.0,5,5.0,5.0,5.0,2.0,19.0,173.0,69.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
297,1.0,1.0,2.0,4.0,4.0,2,3.0,5.0,2.0,3.0,18.0,180.0,60.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
298,3.0,4.0,3.0,4.0,5.0,5,5.0,2.0,4.0,3.0,18.0,172.0,60.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,5
299,1.0,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,1.0,23.0,158.0,53.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,6
300,1.0,5.0,5.0,5.0,3.0,5,3.0,1.0,5.0,3.0,20.0,165.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
301,3.0,2.0,2.0,2.0,2.0,3,2.0,1.0,2.0,1.0,18.0,168.0,55.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2
302,3.0,3.0,3.0,5.0,5.0,5,5.0,1.0,5.0,3.0,21.0,161.0,57.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
